_id,title,content,total_like,tags
32673482,asp.net mvc 5 pagination in my guestbook view,"<p>I'm just learning MVC 5 and i want to create a paging after 10 comments have been posted on the page. The code is very simple so far.</p>

<p>Here is my Controller:</p>

<pre><code>    public ActionResult Index()
    {
        var Inlägg = db.Gästbok.OrderByDescending(Gästbok =&gt; Gästbok.Datum).Take(10).ToList();

        return View(Inlägg);
    }
</code></pre>

<p>Here is the View:</p>

<pre><code>        @foreach (var item in Model)
        {
            &lt;p&gt;@Html.DisplayFor(modelItem =&gt; item.Kommentar)&lt;/p&gt;
            &lt;br /&gt;

            &lt;p&gt;Postad: @Html.DisplayFor(modelItem =&gt; item.Datum) Av: @Html.DisplayFor(modelItem =&gt; item.Namn) (@Html.DisplayFor(modelItem =&gt; item.Email))&lt;/p&gt;

            &lt;hr /&gt;
        }

        &lt;button class=""btn btn-default""&gt;
            @Html.ActionLink(""Skriv nytt inlägg"", ""Create"")
        &lt;/button&gt;
</code></pre>

<p>So if anyone can give me a simple example or explanation to how i can implement a pagination here I would really appriciate it! Thanks in advance!! :D</p>",0,c#|asp.net-mvc|pagination
32778174,Let multiple requests wait for the first to complete (caching),"<p>I have a web api that has some get methods that raise some distributed queries to multiple systems that are quite long running and cpu expensive.
So we added an <a href=""https://github.com/filipw/AspNetWebApi-OutputCache"" rel=""nofollow"">output caching</a>. Works like a charm and after the first query is processed it is quite fast.</p>

<p>So now i have a (maybe common?) problem when the cache is released.
Imagine the scenario that the cache is invalidated or expired (for some good reasons) and not one client at a time call the web api but 100 clients. What currently happens is that 100 clients start to run the long running query and the cpu explodes to 100%, the server instances breaks down and does not respond anymore. What i basically want is that only the first requests does the processing and lets all other wait until he finished with the query and added the result to the cache. then all other ones can get the response from the cache.</p>

<p>I know there are around 1'000 ways to achieve it but i wonder if there is a general pattern or a best practice for this? Or do i have to implement locks? Or using TPL or what? Frankly speaking i have no clue where to start?</p>

<p>Thank you very much in advance.</p>

<p>Edit
Beside the very good answer below i also found this article:
<a href=""http://www.asp.net/aspnet/overview/developing-apps-with-windows-azure/building-real-world-cloud-apps-with-windows-azure/queue-centric-work-pattern"" rel=""nofollow"">http://www.asp.net/aspnet/overview/developing-apps-with-windows-azure/building-real-world-cloud-apps-with-windows-azure/queue-centric-work-pattern</a></p>",4,c#|asp.net|caching
32545246,ASP.NET GroupBox look like using fieldset with bootstrap,"<p>I'm using modal popup with a table inside . I want to group some employee information using fieldset, but the problem fieldset and table row break into 2 parts.</p>

<pre><code>&lt;fieldset class=""box-border""&gt;
    &lt;legend class=""box-border""&gt;Basic information&lt;/legend&gt;
    &lt;tr&gt;
        &lt;td&gt;
            &lt;asp:label id=""plEmpCode"" runat=""server"" CssClass=""label"" Text=""Employee ID (*)""&gt;&lt;/asp:label&gt;
        &lt;/td&gt;
        &lt;td&gt;
            &lt;asp:TextBox ID=""txtEmpCode"" CssClass=""textnumber"" runat=""server""&gt;&lt;/asp:TextBox&gt;
            &lt;asp:RequiredFieldValidator ID=""valEmpCode"" runat=""server"" ControlToValidate=""txtEmpCode"" ErrorMessage=""Enter Employee ID"" Display=""None""&gt;&lt;/asp:RequiredFieldValidator&gt;
            &lt;asp:ValidatorCalloutExtender ID=""ValidatorCalloutExtender1"" runat=""server"" CssClass=""customCalloutStyle"" TargetControlID=""valEmpCode""&gt;&lt;/asp:ValidatorCalloutExtender&gt;
        &lt;/td&gt;
        &lt;td&gt;
            &lt;asp:label id=""plEnrollNumber"" runat=""server"" CssClass=""label"" Text=""Enroll Number (*)""&gt;&lt;/asp:label&gt;
        &lt;/td&gt;
    ..........
&lt;/fieldset&gt;
</code></pre>

<p>css in bootstrap:</p>

<pre><code>fieldset.box-border 
{
    border: 1px groove #ddd !important;
    padding: 0 1.4em 1.4em 1.4em !important;
    margin: 0 0 0 0 !important;
    -webkit-box-shadow:  0px 0px 0px 0px #000;
            box-shadow:  0px 0px 0px 0px #000;
}

legend.box-border {
    width:auto; /* Or auto */
    padding:0 10px; /* To give a bit of padding on the left and right */
    border-bottom:none;

    font-size: 12px !important;
    font-weight: bold !important;
    text-align: left !important;

}
</code></pre>

<p>and this is result:
<a href=""https://i.stack.imgur.com/hM0iY.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/hM0iY.png"" alt=""enter image description here""></a></p>

<p>Inspect HTML Element result:
<a href=""https://i.stack.imgur.com/Mb5PO.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/Mb5PO.png"" alt=""enter image description here""></a></p>",0,html|css|asp.net|twitter-bootstrap
32750786,ObjectMaterialized and SavingChanges events in Entity Framework 7?,"<p><code>ObjectMaterialized</code> and <code>SavingChanges</code> were two very useful events in previous versions of Entity Framework. Those events actually belonged to the underlying <code>ObjectContext</code> API, which no longer exists in Entity Framework 7.</p>

<p>So what are the corresponding entity lifecycle events in Entity Framework 7 that can be used for customized extensions?</p>",1,c#|asp.net|entity-framework|entity-framework-core
32856659,How do you reference the executing assembly in DNX Core 5.0 (ASP.NET 5)?,"<p>I am porting some code from .NET 3.5 - 4.5. Inside of my assembly, I have some code that reads the resource from the currently executing assembly. However, <code>GetExecutingAssembly()</code> isn't a method on the <code>Assembly</code> type in DNX core 5.0.</p>

<pre><code>var xsdStream = Assembly.GetExecutingAssembly().GetManifestResourceStream(xsdPath);
</code></pre>

<p>What is the equivalent of <code>Assembly.GetExecutingAssembly()</code> in DNX core 5.0? Or if I need a namespace to get that method back (an extension method perhaps?), what is the namespace?</p>",15,c#|.net-assembly|asp.net-core|asp.net-core-mvc|dnx
32620658,Webforms combine aspx code with data bounded data,"<p>in my webforms project I am using a data-bound repeater, and inside the item template of that repeater I am doing this to generate td's for my table.</p>

<pre><code>&lt;%
    For day as integer = 1 to DaysInMonth

%&gt;

&lt;td&gt;&lt;img id='id_&lt;%day.ToString()%&gt;'/&gt;&lt;/td&gt;

&lt;% Next %&gt;
</code></pre>

<p>What I need to do is to combine my integer value ""day"" and a value that is data-bound to the repeater. However, whatever I do I can't get them to interact.</p>

<p>If I use &lt;%#> it doesn't recognize the variable day, and I also can't access the data bound value inside the &lt;%%> code tags either.</p>

<p>Any advice on how to use a combination of values in &lt;%%> and &lt;%#> tags to get a certain data attribute? I am trying to determine if a task on a specified day is mark as ""Completed"" by the user, using a database lookup that requires task_id and day.</p>

<p>The day is a value in the &lt;%%> tag and the Task_ID I use to grab task status is found in the data bound to the repeater.</p>

<p>Thanks.</p>",0,asp.net|vb.net|webforms
32757026,"How to post a url same as facebook in asp.net mvc4,?so that if i click on url it opens in new tab?",<p>How to post a url same as post a comment in asp.net mvc4 like as in facebook ?so that if i click on url it opens in new tab?</p>,0,asp.net-mvc-4
32885638,Can't access office365 Calendar API using Azure trial account,"<p>I want to get an access to Calendar rest API. I've created azure multi-tenant app, and configured it.</p>

<p>I'm trying to get an access token to resource ""<a href=""https://outlook.office365.com/"" rel=""nofollow"">https://outlook.office365.com/</a>"", but I get an error</p>

<p>'AADSTS50001: Resource '<a href=""https://outlook.office365.com/"" rel=""nofollow"">https://outlook.office365.com/</a>' is disabled.'</p>

<p>Note: I couldn't find ""Office 365 Exchange Online"" inside ""Permissions to other applications"" section inside azure account.</p>

<p>Your help please.</p>",0,c#|asp.net-mvc|azure|oauth-2.0|office365
32924888,How do I deploy ASP.NET boilerplate WebApi class library as a stand-alone web service?,"<p>I am using ASP.NET boilerplate for the first time. I have been able to apply the <strong>ApplicationName.Core</strong>, <strong>ApplicationName.Application</strong> and <strong>ApplicationName.ORM</strong> (NHibernate) libraries with success.</p>

<p>However, I need to make my application services available as a web service. My understanding is that once I deploy the library named: <strong>ApplicationName.WebApi</strong> as a web application to IIS, I automatically have a web service which exposes my application services through /api/services/.</p>

<p>When I did this, I kept getting error 404.0 as shown below when I try to make requests to the API over my browser:</p>

<p><a href=""https://i.stack.imgur.com/GykJD.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/GykJD.png"" alt=""Error 404.0 for WebApi""></a> </p>

<p>I need some advice on where exactly I am getting things wrong. My thought is that I might have to add some additional configuration to the web.config of the application.</p>

<p>The current configuration is like below:</p>

<pre><code>&lt;?xml version=""1.0"" encoding=""utf-8""?&gt;
&lt;configuration&gt;  
  &lt;connectionStrings&gt;
    &lt;add name=""Default"" connectionString=""***"" providerName=""System.Data.SqlClient"" /&gt;
  &lt;/connectionStrings&gt;
  &lt;runtime&gt;
    &lt;assemblyBinding xmlns=""urn:schemas-microsoft-com:asm.v1""&gt;
      &lt;dependentAssembly&gt;
        &lt;assemblyIdentity name=""Newtonsoft.Json"" publicKeyToken=""30ad4fe6b2a6aeed"" culture=""neutral"" /&gt;
        &lt;bindingRedirect oldVersion=""0.0.0.0-7.0.0.0"" newVersion=""7.0.0.0"" /&gt;
      &lt;/dependentAssembly&gt;
      &lt;dependentAssembly&gt;
        &lt;assemblyIdentity name=""System.Web.Http"" publicKeyToken=""31bf3856ad364e35"" culture=""neutral"" /&gt;
        &lt;bindingRedirect oldVersion=""0.0.0.0-5.2.3.0"" newVersion=""5.2.3.0"" /&gt;
      &lt;/dependentAssembly&gt;
      &lt;dependentAssembly&gt;
        &lt;assemblyIdentity name=""System.Net.Http.Formatting"" publicKeyToken=""31bf3856ad364e35"" culture=""neutral"" /&gt;
        &lt;bindingRedirect oldVersion=""0.0.0.0-5.2.3.0"" newVersion=""5.2.3.0"" /&gt;
      &lt;/dependentAssembly&gt;
      &lt;dependentAssembly&gt;
        &lt;assemblyIdentity name=""System.Web.Http.WebHost"" publicKeyToken=""31bf3856ad364e35"" culture=""neutral"" /&gt;
        &lt;bindingRedirect oldVersion=""0.0.0.0-5.2.3.0"" newVersion=""5.2.3.0"" /&gt;
      &lt;/dependentAssembly&gt;
      &lt;dependentAssembly&gt;
        &lt;assemblyIdentity name=""System.Collections.Immutable"" publicKeyToken=""b03f5f7f11d50a3a"" culture=""neutral"" /&gt;
        &lt;bindingRedirect oldVersion=""0.0.0.0-1.0.34.0"" newVersion=""1.0.34.0"" /&gt;
      &lt;/dependentAssembly&gt;
      &lt;dependentAssembly&gt;
        &lt;assemblyIdentity name=""Castle.Core"" publicKeyToken=""407dd0808d44fbdc"" culture=""neutral"" /&gt;
        &lt;bindingRedirect oldVersion=""0.0.0.0-3.3.0.0"" newVersion=""3.3.0.0"" /&gt;
      &lt;/dependentAssembly&gt;
      &lt;dependentAssembly&gt;
        &lt;assemblyIdentity name=""AutoMapper"" publicKeyToken=""be96cd2c38ef1005"" culture=""neutral"" /&gt;
        &lt;bindingRedirect oldVersion=""0.0.0.0-4.0.4.0"" newVersion=""4.0.4.0"" /&gt;
      &lt;/dependentAssembly&gt;
    &lt;/assemblyBinding&gt;
  &lt;/runtime&gt;
  &lt;system.webServer&gt; &lt;validation validateIntegratedModeConfiguration=""false"" /&gt;
    &lt;modules runAllManagedModulesForAllRequests=""true"" /&gt;
        &lt;handlers&gt;
            &lt;remove name=""ExtensionlessUrlHandler-Integrated-4.0"" /&gt;
            &lt;add name=""ExtensionlessUrlHandler-Integrated-4.0"" path=""*."" verb=""*"" type=""System.Web.Handlers.TransferRequestHandler"" resourceType=""Unspecified"" requireAccess=""Script"" preCondition=""integratedMode,runtimeVersionv4.0"" /&gt;
        &lt;/handlers&gt;
  &lt;/system.webServer&gt;
&lt;/configuration&gt;
</code></pre>

<p>Thanks for your assistance.</p>",0,c#|asp.net|nhibernate|asp.net-web-api|asp.net-boilerplate
32931241,How to get custom claims value in Asp.net Web Api 2 - Owin - ApiController.,"<p>I create some Claims with this code, I am getting the values when I log in the app.  I want to use the claim value of ""Id"" in some of my api controllers, </p>

<pre><code>var identity = new ClaimsIdentity(context.Options.AuthenticationType);

var props = new AuthenticationProperties(new Dictionary&lt;string, string&gt;
{
    { ""UserName"", customer.FirstName }, { ""Id"", customer.Id.ToString() } 
});
</code></pre>

<p>var ticket = new AuthenticationTicket(identity, props);
context.Validated(ticket);</p>

<p>So in the controller I have this code:</p>

<pre><code>[Authorize]
[Route(""api/banners/{customerId"")]
[HttpGet]
public HttpResponseMessage GetBanners(int customerId)
{
    return Request.CreateResponse&lt;IEnumerable&lt;Banner&gt;&gt;(HttpStatusCode.OK, AppDataAccess.GetBanners(customerId)));
}
</code></pre>

<p>And I would like to change the code to this one: </p>

<pre><code>[Authorize]
[Route(""api/banners"")]
[HttpGet]
public HttpResponseMessage GetBanners()
{ 
   int CustomerId =  SOME FUNCTION THAT GETS THE CLAIM VALUE I WANT (ID)

    return Request.CreateResponse&lt;IEnumerable&lt;Banner&gt;&gt;(HttpStatusCode.OK, AppDataAccess.GetBanners(customerId)));
}
</code></pre>

<p>I have been researching but I just found the AuthorizationFilterAttribute but it just works using it on the route,   Is there any way that you know I could build that function so I just call it in the controller??  </p>

<p>I am using Microsoft.AspNet.Identity.Owin 2.0.0 </p>

<p>Thanks for the help</p>",3,asp.net-web-api2|claims-based-identity|asp.net-identity-2
32821516,how to change back ground colour in grid view if column date is more then todays date,"<p>i want to show if renewal date column date greater than todays date then it should highlight with background color = red . here im not getting the value in cell 7. the value is in renewal date col -  15-02-2014 </p>

<pre><code> &lt;asp:TemplateField HeaderText=""Renewal Date""  &gt;
        &lt;ItemTemplate&gt;
              &lt;a href='ChangeRenewaldate.aspx?Linkid=&lt;%#Eval (""LinkId"")%&gt;'&gt;
              &lt;asp:Label ID=""lblRenewal"" runat=""server""  Text='&lt;%# Eval(""RenewalDate"",""{0:dd-MM-yyyy}"") %&gt;'&gt;&lt;/asp:Label&gt;          &lt;/ItemTemplate&gt;    
     &lt;/asp:TemplateField&gt;


protected void GrdV_Projects_RowDataBound(object sender, GridViewRowEventArgs e)
    {
        if (e.Row.RowType == DataControlRowType.DataRow)
        {
            if (!string.IsNullOrEmpty(e.Row.Cells[7].Text))
            {
                if (e.Row.Cells[7].Text &gt; DateTime.Now.ToString())
                {

                    e.Row.Cells[7].BackColor = System.Drawing.Color.Red;
                }
                else
                {

                    e.Row.Cells[7].BackColor = System.Drawing.Color.Green;
                }
            }
        }
    }
</code></pre>",0,c#|asp.net|gridview
32761852,How to implement a server-side filter that is similar to the client-side filter in DataTables,"<p>I'm attempting to implement the DataTables jQuery plugin in my ASP.NET MVC site. I used a slight variation of the code at this <a href=""https://www.echosteg.com/jquery-datatables-asp.net-mvc5-server-side"" rel=""nofollow"">LINK</a> to implement the server-side processing and it's working like it's supposed to. However, I didn't realize at the time that the server-side filtering would only return a search if the columns contained a single word or an exact sequence of words until trying it out. This differs from the client-side version in that the global search will filter on any column, for any word, in any order...truly filtering down the results.</p>

<p>For example, I have two columns in the table: ID and Description. If one of the values for ID is ""A1B2C3"" and one of the values for Description is ""Capturing the sequence of events prior to initialization,"" if I search on the client-side by typing in ""sequence initial,"" it will return the record. However, using server-side, if I type in ""sequence initial,"" nothing will be returned. If I type in ""sequence of,"" then the record will be returned, which tells me that the search is being performed by the entire search term and looking for a record that contains the entire phrase. This isn't the ""filter-down"" search I was hoping for.</p>

<p>I'm not well-versed in LINQ, so I don't know if what I'm trying to do is possible, but here's the FilterResult method that returns the search:</p>

<pre><code>public IQueryable&lt;IDS&gt; FilterResult(string search, List&lt;IDS&gt; dtResult, List&lt;string&gt; columnFilters)
{
    IQueryable&lt;IDS&gt; results = dtResult.AsQueryable();

    results = results.Where(p =&gt; (search == null || p.ID != null &amp;&amp; p.ID.ToLower().Contains(search.ToLower())
            || p.Description != null &amp;&amp; p.Description.ToLower().Contains(search.ToLower())));

    return results;
}
</code></pre>

<p>And here's my DataHandler method in the controller:</p>

<pre><code>[HttpPost]
public JsonResult DataHandler(DTParameters param, FilterViewModel filterModel)
{
    try
    {
        var dtSource = new List&lt;IDS&gt;();
        dtSource = db.DBIDS.ToList();

        List&lt;string&gt; columnSearch = new List&lt;string&gt;();

        foreach (var column in param.Columns)
        {
            columnSearch.Add(column.Search.Value);
        }

        List&lt;IDS&gt; currentData = new ResultSet().GetCurrentDataSet(filterModel.currentSearch, db.DBIDS.ToList());

        List&lt;IDS&gt; data = new ResultSet().GetResult(param.Search.Value, param.SortOrder, param.Start, param.Length, currentData, columnSearch);
        int count = new ResultSet().Count(param.Search.Value, currentData, columnSearch);

        DTResult&lt;IDS&gt; result = new DTResult&lt;IDS&gt;
        {
            draw = param.Draw,
            data = data,
            recordsFiltered = count,
            recordsTotal = count
        };

        return Json(result, JsonRequestBehavior.AllowGet);
    }
    catch (Exception ex)
    {
        return Json(new { error = ex.Message }, JsonRequestBehavior.AllowGet);
    }
}
</code></pre>

<p>I realize that my DataHandler is using the same data set for each call, which I believe is part of the problem. I attempted to capture the search term in a variable called <code>newSearch</code>, then assign it to a variable called <code>oldSearch</code>, and use the <code>oldSearch</code> as custom data (or HTTP variable) that's being sent to the server. My thought was that I would perform the search on the database using the <code>oldSearch</code> term to return a record set. I would then use that record set with the new search term to return the results I'm after. However, I'm not sure how to change the LINQ query so that it will search similarly to the client-side search.</p>

<p>Here's the DataTables code where I'm attempting to capture the <code>oldSearch</code> and send it to  the server:</p>

<pre><code>$(""#myTable"").dataTable({
    ajax: {
        type: ""POST"",
        url: ""datahandler"",
        contentType: ""application/json; charset=utf-8"",
        data: function (data) { data.currentSearch = oldSearch;  return data = JSON.stringify(data); }
        },
    columns: columnArray,
    lengthChange: false,
    order: [1, ""asc""],
    paging: true,
    pageLength: 10,
    processing: true,
    searching: true,
    serverSide: true
});

$(""#myTable"").dataTable().on(""preXhr.dt"", function (e, settings, data) {
    newSearch = $(""#dTable"").DataTable().search();
    data.currentSearch = oldSearch;
});

$(""#dTable"").dataTable().on(""xhr.dt"", function () {
    oldSearch = newSearch;
});
</code></pre>

<p>Is this possible with LINQ? For reference, when I attempted to send the search term to the server, I also attempted to change the LINQ query by using the existing query and adding on to it. The add-on splits each word in the description into a list and splits the search term into a list, then uses <code>.Any</code> for the comparison:</p>

<pre><code>results = results.Where(p =&gt; (search == null || p.ID != null &amp;&amp; p.ID.ToLower().Contains(search.ToLower())
            || p.Description != null &amp;&amp; (p.Description.ToLower().Contains(search.ToLower()) || p.Description.ToLower().Split(' ').ToList().Any(x =&gt; search.ToLower().Split(' ').ToList().Contains(x)))));
</code></pre>

<p>This doesn't work because the search is looking for each item in the list specifically. There's no filter, so any record that contains any of the words in the search list will be returned.</p>

<p>I've seen some posts online that indicate that people typically do a column-based search, but I'd prefer to stick to the one global search box due to limited real estate on the page where the DataTable resides.</p>",1,c#|linq|asp.net-mvc-4|datatables
32606457,DelegatingHandler to add Authorization token to request,"<p>For the purpose of downloading files I need to use a GET: /API/File/ID?bearerToken=XYZ... method.</p>

<p>I've created a DelegatingHandler to add my token to the AuthorizationHeader, but it appears the token validation may be done before this point...</p>

<p>All of the tokens at current at added by Angular adding the token to the HTTP header before the request.</p>

<pre><code>public void Configuration(IAppBuilder app)
    {
        var config = new HttpConfiguration();
        ConfigureOAuth(app);
        WebApiConfig.Register(config);
        GlobalFilters.Add(config);
        app.UseWebApi(config);

        config.MessageHandlers.Insert(0, new QueryStringBearerToken());
    }
</code></pre>

<p>..</p>

<pre><code>public class QueryStringBearerToken : DelegatingHandler
    {
        protected override Task&lt;HttpResponseMessage&gt; SendAsync(HttpRequestMessage request, System.Threading.CancellationToken cancellationToken)
        {
            var bearerToken = request.GetQueryNameValuePairs().
                Where(kvp =&gt; kvp.Key == ""bearertoken"")
                .Select(kvp =&gt; kvp.Value)
                .FirstOrDefault();

            //QueryString exists and Header doesn't
            if (!string.IsNullOrWhiteSpace(bearerToken) &amp;&amp; !request.Headers.Any(x=&gt;x.Key == ""Authorization"")) 
            {
                request.Headers.Add(""Authorization"", ""Bearer "" + bearerToken);
            }

            return base.SendAsync(request, cancellationToken);
        }
    }
</code></pre>",1,asp.net|angularjs|asp.net-web-api|oauth|bearer-token
32933330,ERROR Maximum request length exceeded,"<ul>
<li>Grid View contains 15000 records and on first time time Page Load the GridView is binding perfectly.</li>
<li>But on any other PostBack event causing the following error.</li>
</ul>

<p><strong>Maximum request length exceeded.</strong></p>

<p>We have tried increasing the value of aspnet:MaxHttpCollectionKeys</p>

<pre><code>&lt;add key=""aspnet:MaxHttpCollectionKeys"" value=""10000"" /&gt;
</code></pre>

<p>And</p>

<p>httpRuntime Tag under system.web</p>

<pre><code>&lt;httpRuntime maxRequestLength=""1048576"" executionTimeout=""3600"" /&gt;
</code></pre>

<p>Thanks in advance...............</p>",2,asp.net|error-handling|exception-handling|web-config|data-paging
32783697,Web API OData - dates and daylight savings,"<p>I have a database table containing (amongst other fields) a date, and a value.
There is a record for every day of the year, the sub sets below contain the 2015 date range when daylight savings (British Summer Time) starts and ends:</p>

<pre><code>Source Data:
ID     Date (dd/mm/yyyy)     Value
...    ...                   ...
8E5    27/03/2015            600
8F5    28/03/2015            600
905    29/03/2015            600  // DST Starts
915    30/03/2015            600
925    31/03/2015            600
...    ...                   ...    
615    24/10/2015            600
625    25/10/2015            600  // DST Ends
635    26/10/2015            600
645    27/10/2015            600
</code></pre>

<p>I'm using Web API OData to return data from this table, and here is the JSON response for the same date range:</p>

<pre><code>...
{
  ""Id"":""8E5"",
  ""CostDate"":""2015-03-27T00:00:00Z"",
  ""Value"":600
},{
  ""Id"":""8F5"",
  ""CostDate"":""2015-03-28T00:00:00Z"",
  ""Value"":600
},{
  ""Id"":""905"",
  ""CostDate"":""2015-03-29T00:00:00Z"",
  ""Value"":600
},{
  ""Id"":""915"",                              // Duplicate 29/03/2015, ID field out of sync
  ""CostDate"":""2015-03-29T23:00:00Z"",
  ""Value"":600
},{
  ""Id"":""925"",
  ""CostDate"":""2015-03-30T23:00:00Z"",
  ""Value"":600
}
...
{
  ""Id"":""625"",
  ""CostDate"":""2015-10-24T23:00:00Z"",
  ""Value"":600
},{
  ""Id"":""635"",                              // Missing 25/10/2015?
  ""CostDate"":""2015-10-26T00:00:00Z"",
  ""Value"":600
},{
  ""Id"":""645"",
  ""CostDate"":""2015-10-27T00:00:00Z"",
  ""Value"":600
}
...
</code></pre>

<p>Notice the duplicate 29th March? From that date onward the ID is out of sync with the source data, and there is also a missing 25th October.  </p>

<p>My assumption is that when the data is being serialised to JSON, there is something happening with local vs UTC time.</p>

<p>If I remove OData from the equation and use normal Web API, I cannot re-create the problem, it appears that the issue is with OData or the JSON Formatter. </p>

<p>What do I need to do to get the dates as they appear in the source data?</p>

<p><strong>Code</strong> (if relevant):</p>

<pre><code>public class BudgetDto
{
    [Key]
    public string Id { get; set; }

    public DateTime CostDate { get; set; }

    public double Value { get; set; }
}

public class BudgetsController : ODataController
{    
    private IBudgetService BudgetService { get; }

    public BudgetsController(IBudgetService budgetService)
    {
        BudgetService = budgetService;
    }

    [EnableQuery(PageSize = 400)]
    public IQueryable&lt;BudgetDto&gt; Get(ODataQueryOptions&lt;BudgetDto&gt; queryOptions)
    {
        return BudgetService.Budgets(queryOptions);
    }
}
</code></pre>

<p><strong>UPDATE 1</strong><br>
This link appears to shed a little light on the issue:<br>
<a href=""http://blogs.msdn.com/b/bclteam/archive/2010/11/28/time-travel-with-net-or-datetime-datetimeoffset-and-the-lost-dst-hour-greg.aspx"" rel=""nofollow"">http://blogs.msdn.com/b/bclteam/archive/2010/11/28/time-travel-with-net-or-datetime-datetimeoffset-and-the-lost-dst-hour-greg.aspx</a></p>

<p>While my model uses <code>DateTime</code> as the type, OData is switching to <code>DateTimeOffset</code>, perhaps this explains the difference between OData and Web API, where the former does not support <code>DateTime</code> and the latter which does.</p>

<p><strong>UPDATE 2</strong><br>
The <code>DateTimeOffset</code> has a <a href=""https://msdn.microsoft.com/en-us/library/system.datetimeoffset.localdatetime(v=vs.110).aspx"" rel=""nofollow"">LocalDateTime</a> property which contains the correct dates as per the source data.  What I don't understand is that the source data does not have any time zone info on it, and the JSON returned is UTC (see the 'Z' at the end of the time stamps?).</p>",1,c#|asp.net|json|asp.net-web-api|odata
32624453,Page.ResolveClientUrl in javascript or jquery,"<p>I am stuck in a situation where i want to use HTML page instead of using .aspx page for some performance reason, here i am using aspx page just because of css path and javascipt files path like </p>

<pre><code>&lt;script type=""text/javascript"" src='&lt;%=Page.ResolveClientUrl(""~/files/js/jquery-1.11.1.min.js"") %&gt;'&gt;&lt;/script&gt;
</code></pre>

<p>so it appends the root directory name before the path like this on dev server
<strong>/filemanagement/files/js/jquery-1.11.1.min.js</strong>
and on local it look like <strong>/files/js/jquery-1.11.1.min.js</strong></p>

<p>Here my question is if I want to use a HTML page, and in HTML we can't write  <strong>src='&lt;%=Page.ResolveClientUrl(""~/files/js/jquery-1.11.1.min.js"") Page.ResolveClienURLL</strong>, is there any way in JavaScript or jQuery we can achive the same approach?</p>",0,javascript|jquery|html|asp.net
32909799,How to disable camelCase in specific controllers in Web API?,"<p>I have camelCase by default in my Web API, but I need disable this setting in a specific controller (or in specific http action). This is possible?</p>",1,asp.net-web-api
32913181,Facebook Graph API/SDK .NET - Get PageID of a Facebook user,"<p>I have a problem with Facebook Graph API/SDK .NET.<br>
In my Website a user can log in with his Facebook-Account. I only want to have organizers of public Events to log on to this page. <br>
But when a user logs in, I only get information about his own events, and that's the result I don't want. I want to get the evens of the Facebook-Page of a user (pages like clubs, associations, ...)<br>
How can I get (if exists) a Facebook-Page where the logged in user is admin of, so that i can get events of this page?<br>
Must a Facebook-Page have a 'real' user behind it or is it usual that the page is administrated without an admin user?
Is there any way to get the information i want?</p>

<pre><code>public ActionResult FBLogin()
{
    var fb = new FacebookClient();
    var loginUrl = fb.GetLoginUrl(new
    {
        client_id = ""client_id"",
        client_secret = ""client_secret"",
        redirect_uri = RedirectUri.AbsoluteUri,
        response_type = ""code"",
        scope = ""user_events""
    });

    return Redirect(loginUrl.AbsoluteUri);
}

public ActionResult FBCallback(string code)
{
    var facebook = new FacebookClient();
    dynamic r = facebook.Post(""oauth/access_token"", new
    {
        client_id = ""client_id"",
        client_secret = ""client_secret"",
        redirect_uri = RedirectUri.AbsoluteUri,
        code = code
    });

    var accessToken = r.access_token;
    Session[""AccessToken""] = accessToken;
    facebook.AccessToken = accessToken;
    dynamic me = facebook.Get(""me/events"");
    return null;
}
</code></pre>

<p>Thanks a lot!</p>",-1,c#|facebook|asp.net-mvc-4|facebook-graph-api|facebooksdk.net
32940667,How to Post/Get and not wait for the response (Async like Ajax) in asp net,"<p>I'm working with c# mvc 5 and I have a url which writes a log.
I call it in ajax in all my pages via javascript:</p>

<pre><code>$.ajax({ url: log?page=index&amp;userid=15, async: true });
</code></pre>

<p>Now I'm willing to log more critical data, so, for safety matters I need to remove this javascript from my pages, and instead, put it in every controller and every action of my projects.</p>

<p>There is a way to do this asyn in asp net mvc 5?
What I want is something like this:</p>

<pre><code>public ActionResult Index()
{
    // I want a method that makes a post/get to some url, but don't block
    // the rest of the code. I don't need any return from the post
    // It would be nice to be a Post, but a Get would do the trick
    PostOrGetAsync(""log?page=index&amp;userid=15"");
    return view();
}
</code></pre>

<p>Thank you in advance!</p>",0,c#|ajax|asp.net-mvc|asynchronous|async-await
32951260,How to disable a User in Identity 2.0?,"<p>I'm trying to find a way to disable a user in Identity 2.0 and can't seem to find any info on it. </p>

<p>I would like to basically set a user to IsActive=false and would prefer to do it as soon as the user is created. However, I need a way to set the IsActive for our site Admin. I already have this with ASP.Net membership but I'm looking to covert the site to MVC and Identity. </p>

<p>For my requirements we ask people to go ahead and register an account but we want it to be disabled by default. Then when we receive payment for joining we will go back and enable them. We also use it to disable users when their subscription is up and they haven't renewed. </p>

<p>Is there a way to disable an account without deleting it or only locking them out for an X amount of time? So far I haven't found any way of just disabling a user in Identity and I'm surprised this question hasn't come up before. </p>",7,c#|asp.net|asp.net-identity|asp.net-identity-2
